Neon + Tile test f32: Loop-5, M-128, P-128, N-128
Correct
  Ti   Tj   Tk   Time
 116   48   48   0.00223342
 116   48   64   0.00258647
 116   48   80   0.00253241
 116   48   96   0.00260349
 116   48  112   0.0027584
 116   48  128   0.00279749
 116   64    0   0.00278222
 116   64   16   0.00182644
 116   64   32   0.00174771
 116   64   48   0.0022083
 116   64   64   0.0025551
 116   64   80   0.00251125
 116   64   96   0.00257789
 116   64  112   0.00273864
 116   64  128   0.00278813
 116   80    0   0.00277878
 116   80   16   0.00181533
 116   80   32   0.00174325 recorded
 116   80   48   0.00220753
 116   80   64   0.00255816
 116   80   80   0.00250569
 116   80   96   0.00257962
 116   80  112   0.00273828
 116   80  128   0.00278297
 116   96    0   0.00277897
 116   96   16   0.00181417
 116   96   32   0.0017505
 116   96   48   0.0022054
 116   96   64   0.00256331
 116   96   80   0.00251269
 116   96   96   0.00258106
 116   96  112   0.00274066
 116   96  128   0.00279065
 116  112    0   0.00277657
 116  112   16   0.00182021
 116  112   32   0.0017425 recorded
 116  112   48   0.00220763
 116  112   64   0.00255595
 116  112   80   0.00250823
 116  112   96   0.00258483
 116  112  112   0.00273703
 116  112  128   0.00278911
 116  128    0   0.00277407
 116  128   16   0.00175252
 116  128   32   0.00170392 recorded
 116  128   48   0.00216884
 116  128   64   0.00253097
 116  128   80   0.00248062
 116  128   96   0.00255316
 116  128  112   0.00271553
 116  128  128   0.00277234
 120   16    0   0.00282199
 120   16   16   0.00208866
 120   16   32   0.00192394
 120   16   48   0.00235482
 120   16   64   0.00268259
 120   16   80   0.00264368
 120   16   96   0.00270605
 120   16  112   0.00285588
 120   16  128   0.00286361
 120   32    0   0.00279157
 120   32   16   0.00190139
 120   32   32   0.00181938
 120   32   48   0.00226801
 120   32   64   0.00261056
 120   32   80   0.0025586
 120   32   96   0.00262426
 120   32  112   0.0027789
 120   32  128   0.00282159
 120   48    0   0.00278432
 120   48   16   0.00185337
 120   48   32   0.00177911
 120   48   48   0.00223622
 120   48   64   0.00259735
 120   48   80   0.00253154
 120   48   96   0.00260328
 120   48  112   0.00275874
 120   48  128   0.00279799
 120   64    0   0.00278309
 120   64   16   0.00182923
 120   64   32   0.00174738
 120   64   48   0.00220797
 120   64   64   0.00255487
 120   64   80   0.00251079
 120   64   96   0.00257699
 120   64  112   0.00273876
 120   64  128   0.00278793
 120   80    0   0.00277874
 120   80   16   0.0018176
 120   80   32   0.00174327
 120   80   48   0.00220649
 120   80   64   0.00256037
 120   80   80   0.00250468
 120   80   96   0.00258006
 120   80  112   0.0027377
 120   80  128   0.00278272
 120   96    0   0.00277763
 120   96   16   0.00181556
 120   96   32   0.00174948
 120   96   48   0.00220461
 120   96   64   0.00257089
 120   96   80   0.00251239
 120   96   96   0.00258074
 120   96  112   0.00274068
 120   96  128   0.00279072
 120  112    0   0.00278545
 120  112   16   0.00182254
 120  112   32   0.00174225 recorded
 120  112   48   0.00220755
 120  112   64   0.00255629
 120  112   80   0.00250825
 120  112   96   0.00258695
 120  112  112   0.00273609
 120  112  128   0.00278926
 120  128    0   0.00277622
 120  128   16   0.00175398
 120  128   32   0.00170469 recorded
 120  128   48   0.00216826
 120  128   64   0.00253195
 120  128   80   0.00248087
 120  128   96   0.00255347
 120  128  112   0.00271535
 120  128  128   0.00277307
 124   16    0   0.00282413
 124   16   16   0.00209766
 124   16   32   0.00192608
 124   16   48   0.00235865
 124   16   64   0.00268583
 124   16   80   0.00264512
 124   16   96   0.0027107
 124   16  112   0.00286111
 124   16  128   0.00286551
 124   32    0   0.0027942
 124   32   16   0.00190564
 124   32   32   0.00181885
 124   32   48   0.00226896
 124   32   64   0.00261158
 124   32   80   0.00256066
 124   32   96   0.00262533
 124   32  112   0.00277974
 124   32  128   0.00281734
 124   48    0   0.00278574
 124   48   16   0.00185702
 124   48   32   0.00177811
 124   48   48   0.00223651
 124   48   64   0.00258627
 124   48   80   0.00253229
 124   48   96   0.00260427
 124   48  112   0.00275995
 124   48  128   0.00279859
 124   64    0   0.0027828
 124   64   16   0.00183094
 124   64   32   0.00174646
 124   64   48   0.00220757
 124   64   64   0.00255514
 124   64   80   0.00251106
 124   64   96   0.00262074
 124   64  112   0.00274187
 124   64  128   0.00278718
 124   80    0   0.00277926
 124   80   16   0.00181913
 124   80   32   0.00174213 recorded
 124   80   48   0.00220722
 124   80   64   0.00255868
 124   80   80   0.00250625
 124   80   96   0.00258006
 124   80  112   0.00273911
 124   80  128   0.00278349
 124   96    0   0.00277736
 124   96   16   0.00181956
 124   96   32   0.00174925
 124   96   48   0.00220451
 124   96   64   0.00256375
 124   96   80   0.00251264
 124   96   96   0.00258052
 124   96  112   0.00273884
 124   96  128   0.0027898
 124  112    0   0.00277778
 124  112   16   0.00182456
 124  112   32   0.00174105 recorded
 124  112   48   0.00220659
 124  112   64   0.00255604
 124  112   80   0.00250981
 124  112   96   0.00258618
 124  112  112   0.00273701
 124  112  128   0.00278882
 124  128    0   0.00277561
 124  128   16   0.00175529
 124  128   32   0.001703 recorded
 124  128   48   0.00216705
 124  128   64   0.00253046
 124  128   80   0.00248129
 124  128   96   0.002553
 124  128  112   0.00271482
 124  128  128   0.00277282
 128   16    0   0.00282586
 128   16   16   0.00208664
 128   16   32   0.00191329
 128   16   48   0.00235456
 128   16   64   0.00268305
 128   16   80   0.00264158
 128   16   96   0.0027093
 128   16  112   0.0028613
 128   16  128   0.00286873
 128   32    0   0.00279384
 128   32   16   0.00189168
 128   32   32   0.00181219
 128   32   48   0.00226523
 128   32   64   0.0026257
 128   32   80   0.0025556
 128   32   96   0.00262464
 128   32  112   0.00278041
 128   32  128   0.00281738
 128   48    0   0.00278507
 128   48   16   0.00184612
 128   48   32   0.00176823
 128   48   48   0.0022334
 128   48   64   0.00258385
 128   48   80   0.00252912
 128   48   96   0.00260312
 128   48  112   0.00275928
 128   48  128   0.00279928
 128   64    0   0.00278336
 128   64   16   0.00182169
 128   64   32   0.00173738 recorded
 128   64   48   0.00220253
 128   64   64   0.0025527
 128   64   80   0.00250718
 128   64   96   0.00257508
 128   64  112   0.00273851
 128   64  128   0.00278736
 128   80    0   0.00277824
 128   80   16   0.00180996
 128   80   32   0.00173259 recorded
 128   80   48   0.00220224
 128   80   64   0.00255445
 128   80   80   0.00250271
 128   80   96   0.00257772
 128   80  112   0.00273766
 128   80  128   0.00278399
 128   96    0   0.00277815
 128   96   16   0.00180869
 128   96   32   0.00173892 recorded
 128   96   48   0.00220117
 128   96   64   0.00256041
 128   96   80   0.00250931
 128   96   96   0.00257822
 128   96  112   0.00274026
 128   96  128   0.00279084
 128  112    0   0.00277699
 128  112   16   0.00181481
 128  112   32   0.00173159 recorded
 128  112   48   0.00220151
 128  112   64   0.00254918
 128  112   80   0.00250873
 128  112   96   0.00258229
 128  112  112   0.00273597
 128  112  128   0.00278903
 128  128    0   0.00277855
 128  128   16   0.0017474
 128  128   32   0.00169588 recorded
 128  128   48   0.00216501
 128  128   64   0.00252677
 128  128   80   0.00247396
 128  128   96   0.00255414
 128  128  112   0.00271512
 128  128  128   0.00277318

====================== Speedest 40 ======================
  Ti   Tj   Tk   Time
  72   80   32   0.00174085702747
 112  112   32   0.00174025294837
  68  128   16   0.00174012803473
  44  128   16   0.00173987797461
 108  112   32   0.00173987797461
  64   80   32   0.00173975201324
  68   80   32   0.00173966900911
  64  112   32   0.00173894094769
 128   96   32   0.00173891999293
  68  112   32   0.0017386690015
 128   64   32   0.00173737795558
  24  128   32   0.00173591903877
 128   80   32   0.00173258595169
 128  112   32   0.00173158699181
  28  128   32   0.0017263359623
  32  128   32   0.00171927397605
  40  128   32   0.00171610794496
  36  128   32   0.00171560700983
  56  128   32   0.00171348301228
  44  128   32   0.00170704501215
  48  128   32   0.00170669099316
  60  128   32   0.00170656701084
  52  128   32   0.00170598295517
 120  128   32   0.00170469202567
 116  128   32   0.00170392100699
 104  128   32   0.00170348398387
 108  128   32   0.00170321203768
 112  128   32   0.00170302495826
 124  128   32   0.0017030040035
  80  128   32   0.00170027499553
  72  128   32   0.00170006696135
  96  128   32   0.00169987999834
  84  128   32   0.00169985799585
  76  128   32   0.0016996919876
  88  128   32   0.0016993789468
  64  128   32   0.0016993379686
 100  128   32   0.00169906695373
  68  128   32   0.00169848301448
  92  128   32   0.00169775402173
 128  128   32   0.00169587903656
